# Rule: 90
#          Mesh length: 99
#            Timesteps: 1000
# Boundaries condition:periodic
#-------------------------------------------------------------------------------
timestep;density;entropy;lambdaL;lambdaR
501;0.5252525253;0.9981592325;0.0000000000;0.0000000000
502;0.6060606061;0.9672947789;0.0000000000;0.0000000000
503;0.5252525253;0.9981592325;0.0000000000;0.0000000000
504;0.6464646465;0.9371858565;0.0000000000;0.0000000000
505;0.7070707071;0.8724752055;0.0000000000;0.0000000000
506;0.5050505051;0.9999263994;0.0000000000;0.0000000000
507;0.5454545455;0.9940302115;0.0000000000;0.0000000000
508;0.7070707071;0.8724752055;0.0000000000;0.0000000000
509;0.5050505051;0.9999263994;0.0000000000;0.0000000000
510;0.5858585859;0.9786239948;0.0000000000;0.0000000000
511;0.8282828283;0.6616179061;0.0000000000;0.0000000000
512;0.0202020202;0.1425733303;0.0000000000;0.0000000000
513;0.0404040404;0.2441416424;0.0000000000;0.0000000000
514;0.0404040404;0.2441416424;0.0000000000;0.0000000000
515;0.0808080808;0.4050201326;0.0000000000;0.0000000000
516;0.0404040404;0.2441416424;0.0000000000;0.0000000000
517;0.0808080808;0.4050201326;0.0000000000;0.0000000000
518;0.0808080808;0.4050201326;0.0000000000;0.0000000000
519;0.1616161616;0.6381619453;0.0000000000;0.0000000000
520;0.0404040404;0.2441416424;0.0000000000;0.0000000000
521;0.0808080808;0.4050201326;0.0000000000;0.0000000000
522;0.0808080808;0.4050201326;0.0000000000;0.0000000000
523;0.1616161616;0.6381619453;0.0000000000;0.0000000000
524;0.0808080808;0.4050201326;0.0000000000;0.0000000000
525;0.1616161616;0.6381619453;0.0000000000;0.0000000000
526;0.1616161616;0.6381619453;0.0000000000;0.0000000000
527;0.3232323232;0.9078619154;0.0000000000;0.0000000000
528;0.0404040404;0.2441416424;0.0000000000;0.0000000000
529;0.0606060606;0.3298460702;0.0000000000;0.0000000000
530;0.0808080808;0.4050201326;0.0000000000;0.0000000000
531;0.1010101010;0.4721893847;0.0000000000;0.0000000000
532;0.0808080808;0.4050201326;0.0000000000;0.0000000000
533;0.1212121212;0.5328350630;0.0000000000;0.0000000000
534;0.1616161616;0.6381619453;0.0000000000;0.0000000000
535;0.1818181818;0.6840384356;0.0000000000;0.0000000000
536;0.0808080808;0.4050201326;0.0000000000;0.0000000000
537;0.1212121212;0.5328350630;0.0000000000;0.0000000000
538;0.1616161616;0.6381619453;0.0000000000;0.0000000000
539;0.2020202020;0.7259501453;0.0000000000;0.0000000000
540;0.1616161616;0.6381619453;0.0000000000;0.0000000000
541;0.2424242424;0.7990485210;0.0000000000;0.0000000000
542;0.3232323232;0.9078619154;0.0000000000;0.0000000000
543;0.3434343434;0.9280672822;0.0000000000;0.0000000000
544;0.0404040404;0.2441416424;0.0000000000;0.0000000000
545;0.0808080808;0.4050201326;0.0000000000;0.0000000000
546;0.0808080808;0.4050201326;0.0000000000;0.0000000000
547;0.1616161616;0.6381619453;0.0000000000;0.0000000000
548;0.0808080808;0.4050201326;0.0000000000;0.0000000000
549;0.1616161616;0.6381619453;0.0000000000;0.0000000000
550;0.1616161616;0.6381619453;0.0000000000;0.0000000000
551;0.3232323232;0.9078619154;0.0000000000;0.0000000000
552;0.0808080808;0.4050201326;0.0000000000;0.0000000000
553;0.1616161616;0.6381619453;0.0000000000;0.0000000000
554;0.1616161616;0.6381619453;0.0000000000;0.0000000000
555;0.3232323232;0.9078619154;0.0000000000;0.0000000000
556;0.1616161616;0.6381619453;0.0000000000;0.0000000000
557;0.3232323232;0.9078619154;0.0000000000;0.0000000000
558;0.3232323232;0.9078619154;0.0000000000;0.0000000000
559;0.6262626263;0.9534985820;0.0000000000;0.0000000000
560;0.0808080808;0.4050201326;0.0000000000;0.0000000000
561;0.1010101010;0.4721893847;0.0000000000;0.0000000000
562;0.1616161616;0.6381619453;0.0000000000;0.0000000000
563;0.1414141414;0.5879303728;0.0000000000;0.0000000000
564;0.1616161616;0.6381619453;0.0000000000;0.0000000000
565;0.2020202020;0.7259501453;0.0000000000;0.0000000000
566;0.3232323232;0.9078619154;0.0000000000;0.0000000000
567;0.2222222222;0.7642045065;0.0000000000;0.0000000000
568;0.1616161616;0.6381619453;0.0000000000;0.0000000000
569;0.2020202020;0.7259501453;0.0000000000;0.0000000000
570;0.3232323232;0.9078619154;0.0000000000;0.0000000000
571;0.2828282828;0.8592759807;0.0000000000;0.0000000000
572;0.3232323232;0.9078619154;0.0000000000;0.0000000000
573;0.4040404040;0.9732650675;0.0000000000;0.0000000000
574;0.6464646465;0.9371858565;0.0000000000;0.0000000000
575;0.3434343434;0.9280672822;0.0000000000;0.0000000000
576;0.0404040404;0.2441416424;0.0000000000;0.0000000000
577;0.0808080808;0.4050201326;0.0000000000;0.0000000000
578;0.0808080808;0.4050201326;0.0000000000;0.0000000000
579;0.1616161616;0.6381619453;0.0000000000;0.0000000000
580;0.0808080808;0.4050201326;0.0000000000;0.0000000000
581;0.1616161616;0.6381619453;0.0000000000;0.0000000000
582;0.1616161616;0.6381619453;0.0000000000;0.0000000000
583;0.3232323232;0.9078619154;0.0000000000;0.0000000000
584;0.0808080808;0.4050201326;0.0000000000;0.0000000000
585;0.1616161616;0.6381619453;0.0000000000;0.0000000000
586;0.1616161616;0.6381619453;0.0000000000;0.0000000000
